Simulation,Passive Learning,GSx,GSy,iGS,WiGS (Static w_x=0.25),WiGS (Static w_x=0.5),WiGS (Static w_x=0.75),"WiGS (Time-Decay, Linear)","WiGS (Time-Decay, Exponential)","WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (MAB-UCB1, c=5.0)",WiGS (SAC),QBC
90,25.91659712791443,27.803775310516357,28.649815797805786,31.805109977722168,36.83856964111328,36.832037925720215,36.79096293449402,36.76957106590271,36.90270805358887,37.154266357421875,37.21524930000305,36.717159032821655,336.2124650478363,39.508896350860596
91,25.589016914367676,27.207216024398804,28.143380165100098,31.252697706222534,38.32467222213745,36.27277135848999,36.19762921333313,36.38022422790527,36.351354122161865,36.291375398635864,36.26043701171875,35.24345684051514,482.87315249443054,38.89140772819519
92,24.66201686859131,26.807669162750244,27.76821732521057,30.750837326049805,35.75799059867859,35.945852518081665,36.00358176231384,36.03280711174011,36.072508096694946,36.02051877975464,36.00027942657471,35.52307963371277,574.0676610469818,39.117517948150635
93,25.765331268310547,27.262634992599487,28.585717916488647,31.88101840019226,36.33690357208252,36.52258563041687,36.442498445510864,36.446714639663696,36.40680003166199,36.43592977523804,36.24560260772705,33.49141311645508,586.1480479240417,37.80448627471924
94,24.860671997070312,26.589414358139038,27.541927814483643,30.727147817611694,35.66884708404541,35.899038791656494,35.979299545288086,35.77010703086853,35.72259330749512,35.63353657722473,35.53976893424988,35.43496251106262,483.89983320236206,38.870498180389404
95,25.15531873703003,26.887116193771362,27.74080777168274,30.99096131324768,35.99434566497803,36.223938941955566,36.25706720352173,36.02822017669678,35.99930381774902,35.92994737625122,35.87203073501587,35.42131948471069,496.7485272884369,38.045103549957275
96,24.801342725753784,26.67354989051819,27.63597059249878,30.78117799758911,35.7369863986969,35.98196983337402,36.00148844718933,35.904569149017334,35.81620454788208,35.791977643966675,35.69097399711609,35.33078050613403,465.05298590660095,39.45914030075073
97,31.039119243621826,33.20751881599426,34.53763246536255,37.646851778030396,42.18893337249756,41.64668011665344,37.76328134536743,37.71328043937683,37.655548095703125,37.84030055999756,37.88778018951416,37.82684946060181,198.0030710697174,45.0018093585968
98,25.513629913330078,26.711960554122925,27.38765788078308,30.515351057052612,34.98397946357727,35.02149295806885,34.961292028427124,36.72662591934204,35.00316858291626,35.107303619384766,35.116976737976074,34.80664300918579,301.894898891449,39.23458814620972
99,25.07261824607849,27.48694634437561,28.505350828170776,31.587363481521606,36.3158004283905,36.857205629348755,36.877766132354736,36.96980118751526,36.909669160842896,36.88008236885071,38.477864265441895,36.29717302322388,487.88865184783936,38.63303804397583
